model,img_size,time
unet,128,2.011170812409091
unet,256,2.4405382500845008
lap_deblur,128,0.9574877499005652
lap_deblur,256,0.987273562543578
lap_srn,128,2.3533650625893188
lap_srn,256,2.704623000056472
